EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
06MT19960607	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Körtzinger, A.	https://doi.org/10.3334/CDIAC/otg.MET36_2
06MT19960622	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Körtzinger, A.	
06MT19970106	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	CSIC-IIM/ Institute of Marine Research	279	Pérez, F.F.	https://doi.org/0.3334/CDIAC/otg.MET39_2
06MT19970516	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Körtzinger, A.	
06MT19970707	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Körtzinger, A.	
06MT19981228	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	University of Liege, Laboratory of Oceanology - Chemical Oceanography Unit	451	Borges, A.	https://doi.org/10.3334/CDIAC/otg.MET55
06MT20021015	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Körtzinger, A.	
06MT20060714	Meteor	06M3	DBBH	31	8411279	German Research Foundation	1365	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Steinhoff, T.; Körtzinger, A.	
06P119910616	Poseidon	06PO	DBKV	31	7427518	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/otg.TSM_ESTOC
06P119950901	Poseidon	06PO	DBKV	31	7427518	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Mintrop, L.	https://doi.org/10.3334/CDIAC/otg.TSM_ESTOC
06PO20050322	Poseidon	06PO	DBKV	31	7427518	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Steinhoff, T.; Körtzinger, A.	https://doi.org/10.3334/CDIAC/otg.TSM_ESTOC
06PO20070210	Poseidon	06PO	DBKV	31	7427518	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Steinhoff, T.; Wallace, D.; Körtzinger, A.	https://doi.org/10.3334/CDIAC/OTG.COAST_POS399/2
06PO20100531	Poseidon	06PO	DBKV	31	7427518	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	Steinhoff, T.; Körtzinger, A.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20091213	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100115	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100207	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100226	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100321	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100409	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100506	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100716	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100813	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100902	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20100930	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20101023	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20101118	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_Monte_Rio_Lines_2010
06ZG20101211	Rio Blanco	063S	DGPT2	32	9348089	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	Lefèvre, N.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19951011	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19960218	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19970503	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19990718	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19991101	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL19991129	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20000113	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20000210	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20000305	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20010513	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20010607	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20010709	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	https://doi.org/10.3334/CDIAC/OTG.VOS_BALTIC_SEA_LINES
07AL20010802	Alexander von Humboldt	06VH	Y3CW	32	6711883	Leibniz Institute for Baltic Sea Research Warnemünde	100	Leibniz Institute for Baltic Sea Research Warnemünde	100	Schneider, B.	
08AI20000324	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20010124	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20010808	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20020131	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20030206	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20040227	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08AI20041225	Almirante Irizar	08AI	LOAI	31	7533628	Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08D820170918	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		CSIC-IIM/ Institute of Marine Research	279	Padín, X.A.; Negri, R.	https://doi.org/10.25921/tawq-bp36
08D820180810	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		INIDEP		Berghoff C.; Negri R.	https://doi.org/10.25921/tawq-bp36
08D820180818	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		INIDEP		Berghoff C.; Negri R.	https://doi.org/10.25921/s6ws-sp83
08D820190124	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		INIDEP		Berghoff C.; Negri R.	https://doi.org/10.25921/s6ws-sp83
08D820191014	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		INIDEP		Berghoff C.; Negri R.	https://doi.org/10.25921/s6ws-sp83
08D820191117	Victor Angelescu	08D8	LW3472	31	9798820	INIDEP		INIDEP		Berghoff C.; Negri R.	
08PD20051019	Puerto Deseado	08PD	LOPD	32		Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08PD20060310	Puerto Deseado	08PD	LOPD	32		Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
08PD20060907	Puerto Deseado	08PD	LOPD	32		Naval Hydrographic Service	1822	Naval Hydrographic Service	1822	Bianchi, A.	
096U20150321	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.7289/V53B5XCG
096U20160108	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.3334/CDIAC/OTG.SOCCOM_096U20160314
096U20160314	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.3334/cdiac/otg.soccom_096u20160426_uw
096U20160426	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/59c7f27ff192e
096U20160630	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.4225/08/59bbc3dd65fd5
096U20160817	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.4225/08/597e84daa0db9
096U20160825	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.4225/08/5979b0bde3612
096U20160831	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.4225/08/597e64001dcaf
096U20160927	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.4225/08/59ef66318ec2d
096U20161028	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl, J.; Neill, C.	https://doi.org/10.25919/5b7cf37d8ba76
096U20170114	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/59b77e0ba5188
096U20170319	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/5ab84ba5d4efc
096U20170411	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/5aa017ae105ed
096U20170504	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b63cda463fbf
096U20170515	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/5a964b9041903
096U20170831	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/5a6fe16846a67
096U20170924	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b5534b99747d
096U20171011	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20171125	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b71004e37a39
096U20180111	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.4225/08/5af8e4938e3ba
096U20180302	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b7cf35406974
096U20180405	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b7ce9ea449ea
096U20180418	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b7147c834634
096U20180514	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.25919/5b72458b60db6
096U20180528	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20180820	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20180911	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20181017	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20181122	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20181227	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190118	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190314	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190514	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190730	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190807	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20190909	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20191003	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20191019	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20191223	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	
096U20200110	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20200730	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20200827	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20201008	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20201113	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20201204	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20210129	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20210414	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20210508	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20210611	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	
096U20210630	Investigator	096U	VLMJ	31	9616888	CSIRO Oceans & Atmosphere	1484	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.; Akl J.; Neill C.	https://doi.org/no
09AR19910926	Aurora Australis	09AR	VNAA	31	8717283	Australian Antarctic Division (AAD), Department of the Environment (DoE), Australian Government	3950	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.3334/CDIAC/otg.VOS_Aurora_1992-2001
09AR19921019	Aurora Australis	09AR	VNAA	31	8717283	Australian Antarctic Division (AAD), Department of the Environment (DoE), Australian Government	3950	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.3334/CDIAC/otg.VOS_Aurora_1992-2001
09AR19930105	Aurora Australis	09AR	VNAA	31	8717283	Australian Antarctic Division (AAD), Department of the Environment (DoE), Australian Government	3950	CSIRO Oceans & Atmosphere	1484	Tilbrook, B.	https://doi.org/10.3334/CDIAC/otg.VOS_Aurora_1992-2001
