Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
620	49ZS19921203	Shirase	49ZQ	JSNJ	31		Meteorological Research Institute, Japan Meteorological Agency	4631	Meteorological Research Institute, Japan Meteorological Agency	4631	N. Sato; R. Maruse	https://doi.org/10.3334/cdiac/otg.carina_49zs19921203
621	58A119890214	Stena Arctica	77OP	SFHC	31	7519282	University of Gothenburg	3984	University of Gothenburg	3984	L. Anderson	https://doi.org/10.3334/cdiac/otg.carina_58a119890214
622	58AA19940203	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	University of Bergen / Geophysical Institute	4595	O.M. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58aa19940203
623	58AA19940224	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	O.M. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58aa19940224
624	58AA19940826	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	L. Golman	https://doi.org/10.3334/cdiac/otg.carina_58aa19940826
625	58AA19950217	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	O.M. Johannessen; I. Skjelvan	https://doi.org/10.3334/cdiac/otg.carina_58aa19950217
626	58AA19961121	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	T. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58aa19961121
627	58AA19970225	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	T. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58aa19970225
628	58AA19980308	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	K. Simonsen	https://doi.org/10.3334/cdiac/otg.carina_58aa19980308
629	58AA19991003	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	A. Omar; A. Olsen	https://doi.org/10.3334/cdiac/otg.carina_58aa19991003
630	58AA20000923	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	S. Osterhus	https://doi.org/10.3334/cdiac/otg.carina_58aa20000923
631	58AA20010527	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	T. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58aa20010527
632	58AA20010822	Håkon Mosby	58AA	LJIT	31	7922233	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	R. Skogseth	https://doi.org/10.3334/cdiac/otg.carina_58aa20010822
633	58GS20030922	G.O. Sars	58G2	LMEL	31	9260316	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	T. Johannessen	https://doi.org/10.3334/cdiac/otg.carina_58gs20030922
634	58GS20060721	G.O. Sars	58G2	LMEL	31	9260316	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	A. Olsen	https://doi.org/10.3334/cdiac/otg.clivar_75n_2006
635	58GS20090528	G.O. Sars	58G2	LMEL	31	9260316	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	H. Soiland; F. Thingstad; T. Johannessen	https://doi.org/10.25921/3q88-gs40
636	58JH19911105	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19911105
637	58JH19920712	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; E. Buch	https://doi.org/10.3334/cdiac/otg.carina_58jh19920712
638	58JH19921105	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19921105
639	58JH19930730	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	F. Ray	https://doi.org/10.3334/cdiac/otg.carina_58jh19930730
640	58JH19931106	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19931106
641	58JH19940525	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19940525
642	58JH19940723	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim	https://doi.org/10.3334/cdiac/otg.carina_58jh19940723
643	58JH19941028	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19941028
644	58JH19950427	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19950427
645	58JH19951108	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Bjerknes Centre for Climate Research	1411	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19951108
646	58JH19960720	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19960720
647	58JH19961030	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19961030
648	58JH19970414	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	University of Gothenburg	3984	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19970414
649	58JH19980801	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	University of Gothenburg	3984	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19980801
650	58JH19990615	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh19990615
651	58JH20000527	Johan Hjort	58J3	LDGJ	31	8915768	Institute of Marine Research	1351	Institute of Marine Research	1351	J. Blindheim; F. Rey	https://doi.org/10.3334/cdiac/otg.carina_58jh20000527
652	58JM20030710	Jan Mayen	58JM	LAHV	31	8716655	University of Tromsø	1636	Bjerknes Centre for Climate Research	1411	P. Wassmann	https://doi.org/10.3334/cdiac/otg.carina_58jm20030710
653	58JM20040724	Jan Mayen	58JM	LAHV	31	8716655	University of Tromsø	1636	Bjerknes Centre for Climate Research	1411	P. Wassmann	https://doi.org/10.3334/cdiac/otg.carina_58jm20040724
654	58JM20050520	Jan Mayen	58JM	LAHV	31	8716655	University of Tromsø	1636	Bjerknes Centre for Climate Research	1411	P. Wassmann	https://doi.org/10.3334/cdiac/otg.carina_58jm20050520
655	58LA19860719	Lance	58LA	LGKI	31	7638351	Norwegian Polar Institute	1349	University of Gothenburg	3984	B. Rudels	https://doi.org/10.3334/cdiac/otg.carina_58la19860719
656	58P320011031	M/V Polarfront	58P3	LDWR	31	7608708	Norwegian Meteorological Institute	1212	University of Bergen / Geophysical Institute	4595	I. Skjelvan	https://doi.org/10.3334/cdiac/otg_tsm_ows_m_66n_2e
657	61TG20020206	Tangaroa	61TG	ZMFR	31	9011571	National Institute of Water and Atmospheric Research	3191	Meteorological Research Institute, Japan Meteorological Agency	4631	T. Odate	https://doi.org/10.3334/cdiac/otg.carina_61tg20020206
658	61TG20030217	Tangaroa	61TG	ZMFR	31	9011571	National Institute of Water and Atmospheric Research	3191	Meteorological Research Institute, Japan Meteorological Agency	4631	T. Odate	https://doi.org/10.3334/cdiac/otg.carina_61tg20030217
659	64PE19960618	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H.M. van Aken	https://doi.org/10.3334/cdiac/otg.carina_64pe19960618
660	64PE20000926	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H.M. van Aken	https://doi.org/10.3334/cdiac/otg.carina_64pe20000926
661	64PE20010818	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	Dalhousie University - Department of Oceanography	2279	H. Thomas	https://doi.org/10.3334/cdiac/otg.pelagia_canoba
662	64PE20011106	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	Dalhousie University - Department of Oceanography	2279	H. Thomas	https://doi.org/10.3334/cdiac/otg.pelagia_canoba
663	64PE20020211	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	Dalhousie University - Department of Oceanography	2279	H. Thomas	https://doi.org/10.3334/cdiac/otg.pelagia_canoba
664	64PE20020506	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	Dalhousie University - Department of Oceanography	2279	H. Thomas	https://doi.org/10.3334/cdiac/otg.pelagia_canoba
665	64PE20050817	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	Dalhousie University - Department of Oceanography	2279	H. Thomas	https://doi.org/10.3334/cdiac/otg.pelagia_64pe239
666	64PE20050907	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	University of Groningen	1596	C. Veth	https://doi.org/10.25921/z06k-2c18
667	64PE20070830	Pelagia	64PE	PGRQ	31	9001461	NIOZ Royal Netherlands Institute for Sea Research	630	University of Groningen	1596	G.-J.A. Brummer	https://doi.org/10.3334/cdiac/otg.clivar_ar07e_2007
668	64TR19890731	Tyro	64TR	PIBQ	31	6718427	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H. De Baar	https://doi.org/10.3334/cdiac/otg.carina_64tr19890731
669	64TR19900417	Tyro	64TR	PIBQ	31	6718427	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	G. Fransz	https://doi.org/10.3334/cdiac/otg.carina_64tr19900417
670	64TR19900701	Tyro	64TR	PIBQ	31	6718427	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H.M. van Aken	https://doi.org/10.3334/cdiac/otg.carina_64tr19900701
671	64TR19900714	Tyro	64TR	PIBQ	31	6718427	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H.M. van Aken	https://doi.org/10.3334/cdiac/otg.carina_64tr19900714
672	64TR19910408	Tyro	64TR	PIBQ	31	6718427	NIOZ Royal Netherlands Institute for Sea Research	630	NIOZ Royal Netherlands Institute for Sea Research	630	H.M. van Aken	https://doi.org/10.3334/cdiac/otg.carina_64tr19910408
673	67SL19881117	Profesor Siedlecki	67SL	SPAC	31	7043518	Sea Fisheries Institute		CSIC-IIM/ Institute of Marine Research	279	A. Rios	https://doi.org/10.3334/cdiac/otg.carina_67sl19881117
674	740H20081226	James Cook	740H	MLRM6	31	9338242	Plymouth Marine Laboratory	47	University of East Anglia, School of Environmental Sciences	6	S. Bacon	https://doi.org/10.3334/cdiac/otg.clivar_a12_jc30_2008
675	740H20090203	James Cook	740H	MLRM6	31	9338242	Plymouth Marine Laboratory	47	University of East Anglia, School of Environmental Sciences	6	E.L. McDonagh	https://doi.org/10.3334/cdiac/otg.clivar_a21_jc031_2009
676	740H20090307	James Cook	740H	MLRM6	31	9338242	Plymouth Marine Laboratory	47	University of Exeter	4941	B. King	https://doi.org/10.3334/cdiac/otg.clivar_a9.5_2009
677	74AB19871112	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	Woods Hole Oceanographic Institution	3844	Toole	https://doi.org/10.3334/cdiac/otg.74ab19871112
678	74AB19900528	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74ab19900528
679	74AB19910501	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	CSIC-IIM/ Institute of Marine Research	279	R. Pollard	https://doi.org/10.3334/cdiac/otg.carina_74ab19910501
680	74AB19910614	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74ab19910614
681	74AB19910712	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74ab19910712
682	74AB20020301	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	CSIC-IIM/ Institute of Marine Research	279	H. Bryden	https://doi.org/10.3334/cdiac/otg.clivar_i05_2002
683	74AB20050501	Charles Darwin	74AB	GDLS	31	8207941	Natural Environment Research Council	783	University of Exeter	4941	E. Mcdonagh	https://doi.org/10.3334/cdiac/otg.carina_74ab20050501
684	74DI19890511	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74di19890511
685	74DI19890612	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74di19890612
686	74DI19890716	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74di19890716
687	74DI19900515	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74di19900515
688	74DI19900612	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Plymouth Marine Laboratory	47	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74di19900612
689	74DI19921222	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of Southampton Department of Oceanography	1803	Peter M. Saunders	https://doi.org/10.3334/cdiac/otg.woce_a11_74di19921222
690	74DI19930206	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Centre for Environment, Fisheries and Aquaculture Science, Lowestoft Laboratory	28	R. Dickson	https://doi.org/10.3334/cdiac/otg.woce_s04_74di19930206
691	74DI19940219	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	Centre for Environment, Fisheries and Aquaculture Science, Lowestoft Laboratory	28	R. Dickson	https://doi.org/10.3334/cdiac/otg.woce_iss01h_74di19940219
692	74DI19950106	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	National Oceanography Centre, Southampton	17	R. Pollard	https://doi.org/10.3334/cdiac/otg.woce_iss01_74di19950106
693	74DI19970807	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	CSIC-IIM/ Institute of Marine Research	279	S. Bacon	https://doi.org/10.3334/cdiac/otg.woce_a25_1997
694	74DI19980423	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	CSIC-IIM/ Institute of Marine Research	279	D. Smythe-Wright	https://doi.org/10.3334/cdiac/otg.carina_74di19980423
695	74DI20040404	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of Exeter	4941	S. Cunningham	https://doi.org/10.3334/cdiac/otg.carina_74di20040404
696	74DI20041103	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of East Anglia, School of Environmental Sciences	6	R. Pollard	https://doi.org/10.3334/cdiac/otg.carina_74di20041103
697	74DI20041213	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of East Anglia, School of Environmental Sciences	6	R. Sanders	https://doi.org/10.3334/cdiac/otg.carina_74di20041213
698	74DI20080820	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of Exeter	4941	S. Bacon	https://doi.org/10.3334/cdiac/otg.clivar_ar07w_74di20080820
699	74DI20100106	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	University of Exeter	4941	B. King	https://doi.org/10.3334/cdiac/otg.clivar_a05_2010
700	74DI20110715	Discovery	74E3	GLNE	31	5090660	Natural Environment Research Council	783	National Oceanography Centre, Southampton	17	B. King	https://doi.org/10.3334/cdiac/otg.clivar_a16n_74di20110715
701	74JC19950320	James Clark Ross	74JC	ZDLP	31	8904496	British Antarctic Survey	41	National Oceanography Centre, Southampton	17	K. J. Heywood; B. King	https://doi.org/10.3334/cdiac/otg.woce_a23_1995
702	74JC19960720	James Clark Ross	74JC	ZDLP	31	8904496	British Antarctic Survey	41	Bjerknes Centre for Climate Research	1411	A. J. Watson	https://doi.org/10.3334/cdiac/otg.carina_74jc19960720
703	74JC20100319	James Clark Ross	74JC	ZDLP	31	8904496	British Antarctic Survey	41	University of East Anglia, School of Environmental Sciences	6	M. Meredith	https://doi.org/10.3334/cdiac/otg.clivar_a12_jr239_2010
704	77DN19910726	Oden	77DN	SMLQ	31	8700876	Swedish Maritime Administration	1215	University of Gothenburg	3984	L. Anderson; J.-E. Hellsvik	https://doi.org/10.3334/cdiac/otg.carina_77dn19910726
705	77DN20010717	Oden	77DN	SMLQ	31	8700876	Swedish Maritime Administration	1215	University of Gothenburg	3984	G. Björk	https://doi.org/10.3334/cdiac/otg.carina_77dn20010717
706	77DN20020420	Oden	77DN	SMLQ	31	8700876	Swedish Maritime Administration	1215	University of Gothenburg	3984	L.Anderson	https://doi.org/10.3334/cdiac/otg.carina_77dn20020420
707	77DN20050730	Oden	77DN	SMLQ	31	8700876	Swedish Maritime Administration	1215	University of Gothenburg	3984	M. Tannerfeldt	https://doi.org/10.3334/cdiac/otg.clivar_77dn20050819
708	77DN20050819	Oden	77DN	SMLQ	31	8700876	Swedish Maritime Administration	1215	University of Gothenburg	3984	Anders Karlqvist	https://doi.org/10.3334/cdiac/otg.clivar_77dn20050819
709	77YM19800811	Ymer	77YM	SDIA	31	7505346	Swedish Maritime Administration	1215	University of Gothenburg	3984	L.Anderson	https://doi.org/10.3334/cdiac/otg.carina_77ym19800811
